drug_name,drug_name_en,indication,indication_en,company_clean,therapeutic_area_norm,therapeutic_area_norm_en,highest_phase_indication_standard,highest_phase_standard_sort_val,drug_synonyms,targets,mechanism_of_action,global_highest_phase_all_indication_standard,global_highest_phase_all_indication_sort_val,global_highest_phase_all_indication_date,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,is_top20_mnc,is_cyclic_peptide,is_rare_disease,is_originator_indication_drug,is_top20mnc_indication_drug,research_institution,research_institution_count
WO2024010957A2,WO2024010957A2,肿瘤,tumor,Aktis Oncology,肿瘤领域,Oncology,pre-clinical,-1,WO2024010957A2,nectin-4,含铟放射性示踪剂;anti-nectin-4多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素;含铟放射性示踪剂,False,True,False,True,False,Aktis Oncology(原研),1
WO2024010957A2,WO2024010957A2,SPECT显像,SPECT imaging,Aktis Oncology,诊断试剂领域,Diagnostic Reagents,pre-clinical,-1,WO2024010957A2,nectin-4,含铟放射性示踪剂;anti-nectin-4多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素;含铟放射性示踪剂,False,True,False,True,False,Aktis Oncology(原研),1
WO2024015958A1,WO2024015958A1,自身免疫性疾病,autoimmune disease,Janssen Biotech(Johnson & Johnson),免疫领域,Immunology,pre-clinical,-1,WO2024015958A1,IL-23R,IL-23R拮抗剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Th17通路,拮抗剂,True,True,False,True,True,Janssen Biotech(Johnson & Johnson)(Top20 MNC)(原研),1
WO2024020159A1,WO2024020159A1,癌症,cancer,Merck & Co.,肿瘤领域,Oncology,pre-clinical,-1,WO2024020159A1,KRAS G12D,KRAS G12D抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;难成药靶点;Ras-Raf信号通路,抑制剂,True,True,False,True,True,Merck & Co.(Top20 MNC)(原研),1
WO2024043250A1,WO2024043250A1,癌症,cancer,Fujifilm,肿瘤领域,Oncology,pre-clinical,-1,WO2024043250A1,MDMX,MDMX抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class;p53信号通路,抑制剂,False,True,False,True,False,Fujifilm(原研),1
WO2024052431A1,WO2024052431A1,前列腺癌,prostate cancer,3B Pharmaceuticals,肿瘤领域,Oncology,pre-clinical,-1,WO2024052431A1,PSMA,anti-PSMA多肽偶联核素;含铟放射性示踪剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素;含铟放射性示踪剂,False,True,False,True,False,3B Pharmaceuticals(原研),1
WO2024052431A1,WO2024052431A1,SPECT显像,SPECT imaging,3B Pharmaceuticals,诊断试剂领域,Diagnostic Reagents,pre-clinical,-1,WO2024052431A1,PSMA,anti-PSMA多肽偶联核素;含铟放射性示踪剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素;含铟放射性示踪剂,False,True,False,True,False,3B Pharmaceuticals(原研),1
WO2024083224A1,WO2024083224A1,癌症,cancer,辐联科技,肿瘤领域,Oncology,pre-clinical,-1,WO2024083224A1,CCKBR;SSTR2,177Lu标记的放射性药物;anti-CCKBR×SSTR2多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素;177Lu标记的放射性药物,False,True,False,True,False,辐联科技(原研),1
WO2024094747A1,WO2024094747A1,心力衰竭,heart failure,Novo Nordisk,心脑血管领域,Cardiovascular & Cerebrovascular,pre-clinical,-1,WO2024094747A1,CNP,CNP类似物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽,类似物,True,True,False,True,True,Novo Nordisk(Top20 MNC)(原研),1
WO2024101386A1,WO2024101386A1,癌症,cancer,Chugai Pharmaceutical,肿瘤领域,Oncology,pre-clinical,-1,WO2024101386A1,KRAS,KRAS抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;难成药靶点,抑制剂,True,True,False,True,True,Chugai Pharmaceutical(Top20 MNC)(原研),1
WO2024114762A1,WO2024114762A1,自身免疫性疾病,autoimmune disease,翰森制药,免疫领域,Immunology,pre-clinical,-1,WO2024114762A1,IL-23R,IL-23R抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Th17通路,抑制剂,False,True,False,True,False,翰森制药(原研),1
WO2024163691A1,WO2024163691A1,自身免疫性疾病,autoimmune disease,Merck & Co.,免疫领域,Immunology,pre-clinical,-1,WO2024163691A1,TNFR1,TNFR1抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;细胞凋亡;差异化疾病,抑制剂,True,True,False,True,True,Merck & Co.(Top20 MNC)(原研),1
WO2024163691A1,WO2024163691A1,自身炎症性疾病,autoinflammatory disease,Merck & Co.,免疫领域,Immunology,pre-clinical,-1,WO2024163691A1,TNFR1,TNFR1抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;细胞凋亡;差异化疾病,抑制剂,True,True,True,True,True,Merck & Co.(Top20 MNC)(原研),1
WO2024182044A1,WO2024182044A1,炎症(未指明),Inflammation (unspecified),Mayo Clinic,免疫领域,Immunology,pre-clinical,-1,WO2024182044A1,Nrf2,Nrf2激活剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Keap1-Nrf2通路,激活剂,False,True,False,True,False,Mayo Clinic(原研),1
WO2024188291A1,WO2024188291A1,卵巢癌,ovarian cancer,上海药物研究所,肿瘤领域,Oncology,pre-clinical,-1,WO2024188291A1,HER2,anti-HER2多肽偶联核素;68Ga标记的PET药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;受体酪氨酸激酶;中国无申报,多肽偶联核素;68Ga标记的PET药物,False,True,True,True,False,上海药物研究所(原研);Northeastern University(原研),2
WO2024188291A1,WO2024188291A1,卵巢癌,ovarian cancer,Northeastern University,肿瘤领域,Oncology,pre-clinical,-1,WO2024188291A1,HER2,anti-HER2多肽偶联核素;68Ga标记的PET药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;受体酪氨酸激酶;中国无申报,多肽偶联核素;68Ga标记的PET药物,False,True,True,True,False,上海药物研究所(原研);Northeastern University(原研),2
WO2024188291A1,WO2024188291A1,PET显像,PET imaging,上海药物研究所,诊断试剂领域,Diagnostic Reagents,pre-clinical,-1,WO2024188291A1,HER2,anti-HER2多肽偶联核素;68Ga标记的PET药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;受体酪氨酸激酶;中国无申报,多肽偶联核素;68Ga标记的PET药物,False,True,False,True,False,上海药物研究所(原研);Northeastern University(原研),2
WO2024188291A1,WO2024188291A1,PET显像,PET imaging,Northeastern University,诊断试剂领域,Diagnostic Reagents,pre-clinical,-1,WO2024188291A1,HER2,anti-HER2多肽偶联核素;68Ga标记的PET药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;受体酪氨酸激酶;中国无申报,多肽偶联核素;68Ga标记的PET药物,False,True,False,True,False,上海药物研究所(原研);Northeastern University(原研),2
WO2024189611A1,WO2024189611A1,骨质疏松症,osteoporosis,Yissum,骨骼肌肉领域,Musculoskeletal,pre-clinical,-1,WO2024189611A1,calcitonin,calcitonin类似物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;中国无申报,类似物,False,True,False,True,False,Yissum(原研),1
WO2024195709A1,WO2024195709A1,癌症,cancer,Fujifilm,肿瘤领域,Oncology,pre-clinical,-1,WO2024195709A1,FGFR,FGFR抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;受体酪氨酸激酶,抑制剂,False,True,False,True,False,Fujifilm(原研),1
WO2024199103A1,WO2024199103A1,骨质疏松症,osteoporosis,奥达生物,骨骼肌肉领域,Musculoskeletal,pre-clinical,-1,WO2024199103A1,calcitonin,calcitonin类似物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽,类似物,False,True,False,True,False,奥达生物(原研),1
WO2024199103A1,WO2024199103A1,骨病,bone disease,奥达生物,骨骼肌肉领域,Musculoskeletal,pre-clinical,-1,WO2024199103A1,calcitonin,calcitonin类似物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽,类似物,False,True,False,True,False,奥达生物(原研),1
WO2024227437A1,WO2024227437A1,银屑病,psoriasis,海思科,免疫领域,Immunology,pre-clinical,-1,WO2024227437A1,IL-23R,IL-23R抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Th17通路,抑制剂,False,True,False,True,False,海思科(原研),1
WO2024227437A1,WO2024227437A1,炎症性肠病,inflammatory bowel disease,海思科,免疫领域,Immunology,pre-clinical,-1,WO2024227437A1,IL-23R,IL-23R抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Th17通路,抑制剂,False,True,False,True,False,海思科(原研),1
WO2024227437A1,WO2024227437A1,克罗恩病,Crohn's disease,海思科,消化领域,Digestive System,pre-clinical,-1,WO2024227437A1,IL-23R,IL-23R抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Th17通路,抑制剂,False,True,False,True,False,海思科(原研),1
WO2024230246A1,WO2024230246A1,肿瘤,tumor,纽瑞特医疗,肿瘤领域,Oncology,pre-clinical,-1,WO2024230246A1,FAP,anti-FAP多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素,False,True,False,True,False,纽瑞特医疗(原研),1
WO2024235273A1,WO2024235273A1,癌症,cancer,远大医药,肿瘤领域,Oncology,pre-clinical,-1,WO2024235273A1,CXCR4;FAP,anti-CXCR4×FAP多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;G蛋白偶联受体;Potential First-in-Class,多肽偶联核素,False,True,False,True,False,远大医药(原研),1
WO2024238623A1,WO2024238623A1,阿尔茨海默病,Alzheimer's disease,University of Georgia,神经领域,Neurology,pre-clinical,-1,WO2024238623A1,LRRK2,LRRK2变构抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;差异化疾病,变构抑制剂,False,True,False,True,False,University of Georgia(原研),1
WO2024238623A1,WO2024238623A1,帕金森病,Parkinson's disease,University of Georgia,神经领域,Neurology,pre-clinical,-1,WO2024238623A1,LRRK2,LRRK2变构抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;差异化疾病,变构抑制剂,False,True,False,True,False,University of Georgia(原研),1
WO2024238623A1,WO2024238623A1,亨廷顿氏病,Huntington's disease,University of Georgia,神经领域,Neurology,pre-clinical,-1,WO2024238623A1,LRRK2,LRRK2变构抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;差异化疾病,变构抑制剂,False,True,True,True,False,University of Georgia(原研),1
WO2024238623A1,WO2024238623A1,肌萎缩侧索硬化症,amyotrophic lateral sclerosis,University of Georgia,神经领域,Neurology,pre-clinical,-1,WO2024238623A1,LRRK2,LRRK2变构抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;差异化疾病,变构抑制剂,False,True,True,True,False,University of Georgia(原研),1
WO2024238623A1,WO2024238623A1,神经系统疾病,neurological disease,University of Georgia,神经领域,Neurology,pre-clinical,-1,WO2024238623A1,LRRK2,LRRK2变构抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;差异化疾病,变构抑制剂,False,True,False,True,False,University of Georgia(原研),1
WO2024243509A1,WO2024243509A1,神经退行性疾病,neurodegenerative diseases,UGARF,神经领域,Neurology,pre-clinical,-1,WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,False,True,False,UGARF(原研),1
WO2024243509A1,WO2024243509A1,阿尔茨海默病,Alzheimer's disease,UGARF,神经领域,Neurology,pre-clinical,-1,WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,False,True,False,UGARF(原研),1
WO2024243509A1,WO2024243509A1,帕金森病,Parkinson's disease,UGARF,神经领域,Neurology,pre-clinical,-1,WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,False,True,False,UGARF(原研),1
WO2024243509A1,WO2024243509A1,亨廷顿氏病,Huntington's disease,UGARF,神经领域,Neurology,pre-clinical,-1,WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,True,True,False,UGARF(原研),1
WO2024243509A1,WO2024243509A1,肌萎缩侧索硬化症,amyotrophic lateral sclerosis,UGARF,神经领域,Neurology,pre-clinical,-1,WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,True,True,False,UGARF(原研),1
WO2024248042A1,WO2024248042A1,重症肌无力,myasthenia gravis,National Hospital Organization,免疫领域,Immunology,pre-clinical,-1,WO2024248042A1,MuSK,MuSK激动剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;受体酪氨酸激酶;Potential First-in-Class;Wnt信号通路,激动剂,False,True,True,True,False,National Hospital Organization(原研),1
WO2024259132A1,WO2024259132A1,癌症,cancer,Mariana Oncology(Novartis),肿瘤领域,Oncology,pre-clinical,-1,WO2024259132A1,DLL3,anti-DLL3多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Notch信号通路;Potential First-in-Class,多肽偶联核素,True,True,False,True,True,Mariana Oncology(Novartis)(Top20 MNC)(原研),1
WO2025007839A1,WO2025007839A1,肿瘤,tumor,韦恩生物,肿瘤领域,Oncology,pre-clinical,-1,WO2025007839A1,nectin-4,多肽偶联药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;偶联药物,环肽,多肽偶联药物,False,True,False,True,False,韦恩生物(原研),1
WO2025011611A1,WO2025011611A1,癌症,cancer,恒瑞医药,肿瘤领域,Oncology,pre-clinical,-1,WO2025011611A1,FAP,anti-FAP多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素,False,True,False,True,False,恒瑞医药(原研),1
WO2025067477A1,WO2025067477A1,鲍曼不动杆菌感染,Acinetobacter baumannii infection,人福医药,感染领域,Infectious Diseases,pre-clinical,-1,WO2025067477A1,A. baumannii,抗生素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;差异化疾病;Potential First-in-Class,抗生素,False,True,False,True,False,人福医药(原研),1
WO2025068348A1,WO2025068348A1,癌症,cancer,University of Michigan,肿瘤领域,Oncology,pre-clinical,-1,WO2025068348A1,PD1;CXCR4,CXCR4抑制剂;PD1抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;G蛋白偶联受体;中国无申报;Potential First-in-Class;肿瘤免疫,抑制剂,False,True,False,True,False,University of Michigan(原研);Johns Hopkins University(原研);Cedars-Sinai(原研);Spexis(原研),4
WO2025068348A1,WO2025068348A1,癌症,cancer,Johns Hopkins University,肿瘤领域,Oncology,pre-clinical,-1,WO2025068348A1,PD1;CXCR4,CXCR4抑制剂;PD1抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;G蛋白偶联受体;中国无申报;Potential First-in-Class;肿瘤免疫,抑制剂,False,True,False,True,False,University of Michigan(原研);Johns Hopkins University(原研);Cedars-Sinai(原研);Spexis(原研),4
WO2025068348A1,WO2025068348A1,癌症,cancer,Cedars-Sinai,肿瘤领域,Oncology,pre-clinical,-1,WO2025068348A1,PD1;CXCR4,CXCR4抑制剂;PD1抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;G蛋白偶联受体;中国无申报;Potential First-in-Class;肿瘤免疫,抑制剂,False,True,False,True,False,University of Michigan(原研);Johns Hopkins University(原研);Cedars-Sinai(原研);Spexis(原研),4
WO2025068348A1,WO2025068348A1,癌症,cancer,Spexis,肿瘤领域,Oncology,pre-clinical,-1,WO2025068348A1,PD1;CXCR4,CXCR4抑制剂;PD1抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;G蛋白偶联受体;中国无申报;Potential First-in-Class;肿瘤免疫,抑制剂,False,True,False,True,False,University of Michigan(原研);Johns Hopkins University(原研);Cedars-Sinai(原研);Spexis(原研),4
WO2025073871A1,WO2025073871A1,癌症,cancer,Bicycle Therapeutics,肿瘤领域,Oncology,pre-clinical,-1,WO2025073871A1,TfR1,多肽偶联药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;偶联药物,环肽;铁代谢;Potential First-in-Class,多肽偶联药物,False,True,False,True,False,Bicycle Therapeutics(原研),1
WO2025073871A1,WO2025073871A1,癫痫,epilepsy,Bicycle Therapeutics,神经领域,Neurology,pre-clinical,-1,WO2025073871A1,TfR1,多肽偶联药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;偶联药物,环肽;铁代谢;Potential First-in-Class,多肽偶联药物,False,True,False,True,False,Bicycle Therapeutics(原研),1
WO2025073871A1,WO2025073871A1,眼科疾病,Eye diseases,Bicycle Therapeutics,眼科领域,Ophthalmology,pre-clinical,-1,WO2025073871A1,TfR1,多肽偶联药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;偶联药物,环肽;铁代谢;Potential First-in-Class,多肽偶联药物,False,True,False,True,False,Bicycle Therapeutics(原研),1
WO2025073871A1,WO2025073871A1,神经系统疾病,neurological disease,Bicycle Therapeutics,神经领域,Neurology,pre-clinical,-1,WO2025073871A1,TfR1,多肽偶联药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;偶联药物,环肽;铁代谢;Potential First-in-Class,多肽偶联药物,False,True,False,True,False,Bicycle Therapeutics(原研),1
WO2025077823A1,WO2025077823A1,癌症,cancer,海思科,肿瘤领域,Oncology,pre-clinical,-1,WO2025077823A1,αvβ3,多肽偶联药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;偶联药物,环肽;Potential First-in-Class,多肽偶联药物,False,True,False,True,False,海思科(原研),1
WO2025079064A1,WO2025079064A1,类风湿性关节炎,rheumatoid arthritis,Pepticom,免疫领域,Immunology,pre-clinical,-1,WO2025079064A1,IL-17;IL-17R,IL-17×IL-17R蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,小分子,环肽;Th17通路;中国无申报;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,False,True,False,Pepticom(原研),1
WO2025079064A1,WO2025079064A1,多发性硬化症,multiple sclerosis,Pepticom,神经领域,Neurology,pre-clinical,-1,WO2025079064A1,IL-17;IL-17R,IL-17×IL-17R蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,小分子,环肽;Th17通路;中国无申报;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,True,True,False,Pepticom(原研),1
WO2025079064A1,WO2025079064A1,银屑病,psoriasis,Pepticom,免疫领域,Immunology,pre-clinical,-1,WO2025079064A1,IL-17;IL-17R,IL-17×IL-17R蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,小分子,环肽;Th17通路;中国无申报;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,False,True,False,Pepticom(原研),1
WO2025079064A1,WO2025079064A1,斑块状银屑病,plaque psoriasis,Pepticom,免疫领域,Immunology,pre-clinical,-1,WO2025079064A1,IL-17;IL-17R,IL-17×IL-17R蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,小分子,环肽;Th17通路;中国无申报;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,False,True,False,Pepticom(原研),1
WO2025079064A1,WO2025079064A1,系统性红斑狼疮,systemic lupus erythematosus,Pepticom,免疫领域,Immunology,pre-clinical,-1,WO2025079064A1,IL-17;IL-17R,IL-17×IL-17R蛋白蛋白相互作用抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,小分子,环肽;Th17通路;中国无申报;Potential First-in-Class,蛋白蛋白相互作用抑制剂,False,True,False,True,False,Pepticom(原研),1
WO2025082283A1,WO2025082283A1,肿瘤,tumor,科伦博泰,肿瘤领域,Oncology,pre-clinical,-1,WO2025082283A1,FAP,FAP抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;差异化疾病,抑制剂,False,True,False,True,False,科伦博泰(原研),1
WO2025082283A1,WO2025082283A1,诊断试剂,diagnostic reagents,科伦博泰,诊断试剂领域,Diagnostic Reagents,pre-clinical,-1,WO2025082283A1,FAP,FAP抑制剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;差异化疾病,抑制剂,False,True,False,True,False,科伦博泰(原研),1
WO2025105948A1,WO2025105948A1,肿瘤,tumor,Instituto Nacional de Investigaciones Nucleares,肿瘤领域,Oncology,pre-clinical,-1,WO2025105948A1,PDL1,含锝放射性示踪剂;anti-PDL1多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;中国无申报;Potential First-in-Class;肿瘤免疫,含锝放射性示踪剂;多肽偶联核素,False,True,False,True,False,Instituto Nacional de Investigaciones Nucleares(原研),1
WO2025105948A1,WO2025105948A1,SPECT显像,SPECT imaging,Instituto Nacional de Investigaciones Nucleares,诊断试剂领域,Diagnostic Reagents,pre-clinical,-1,WO2025105948A1,PDL1,含锝放射性示踪剂;anti-PDL1多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;中国无申报;Potential First-in-Class;肿瘤免疫,含锝放射性示踪剂;多肽偶联核素,False,True,False,True,False,Instituto Nacional de Investigaciones Nucleares(原研),1
WO2025106567A1,WO2025106567A1,心力衰竭,heart failure,Antlia Bioscience,心脑血管领域,Cardiovascular & Cerebrovascular,pre-clinical,-1,WO2025106567A1,BNP,BNP类似物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,类似物,False,True,False,True,False,Antlia Bioscience(原研),1
WO2025106567A1,WO2025106567A1,代谢疾病,Metabolic diseases,Antlia Bioscience,内分泌及代谢领域,Endocrinology & Metabolism,pre-clinical,-1,WO2025106567A1,BNP,BNP类似物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,类似物,False,True,False,True,False,Antlia Bioscience(原研),1
WO2025106567A1,WO2025106567A1,肺病,pulmonary disease,Antlia Bioscience,呼吸领域,Respiratory,pre-clinical,-1,WO2025106567A1,BNP,BNP类似物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,类似物,False,True,False,True,False,Antlia Bioscience(原研),1
WO2025112214A1,WO2025112214A1,癌症,cancer,碳云智能,肿瘤领域,Oncology,pre-clinical,-1,WO2025112214A1,αvβ3,多肽偶联药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;偶联药物,环肽;Potential First-in-Class,多肽偶联药物,False,True,False,True,False,碳云智能(原研),1
WO2025113628A1,WO2025113628A1,癌症,cancer,辐联科技,肿瘤领域,Oncology,pre-clinical,-1,WO2025113628A1,SSTR2,177Lu标记的放射性药物;anti-SSTR2多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病,多肽偶联核素;177Lu标记的放射性药物,False,True,False,True,False,辐联科技(原研),1
WO2025113628A1,WO2025113628A1,PET显像,PET imaging,辐联科技,诊断试剂领域,Diagnostic Reagents,pre-clinical,-1,WO2025113628A1,SSTR2,177Lu标记的放射性药物;anti-SSTR2多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病,多肽偶联核素;177Lu标记的放射性药物,False,True,False,True,False,辐联科技(原研),1
WO2025117586A1,WO2025117586A1,癌症,cancer,Mariana Oncology(Novartis),肿瘤领域,Oncology,pre-clinical,-1,WO2025117586A1,DLL3,anti-DLL3多肽偶联核素;177Lu标记的放射性药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;Notch信号通路;Potential First-in-Class,多肽偶联核素;177Lu标记的放射性药物,True,True,False,True,True,Mariana Oncology(Novartis)(Top20 MNC)(原研),1
WO2025121943A1,WO2025121943A1,结肠癌,colon cancer,Soonchunhyang University,肿瘤领域,Oncology,pre-clinical,-1,WO2025121943A1,CD51,多肽偶联药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;偶联药物,环肽;差异化疾病;中国无申报;Potential First-in-Class,多肽偶联药物,False,True,False,True,False,Soonchunhyang University(原研),1
WO2025122525A1,WO2025122525A1,心力衰竭,heart failure,Biohaven Pharmaceuticals(Pfizer),心脑血管领域,Cardiovascular & Cerebrovascular,pre-clinical,-1,WO2025122525A1,IgG,IgG降解剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;降解类药物,环肽;差异化疾病,降解剂,True,True,False,True,True,Biohaven Pharmaceuticals(Pfizer)(Top20 MNC)(原研),1
WO2025122525A1,WO2025122525A1,扩张型心肌病,dilated cardiomyopathy,Biohaven Pharmaceuticals(Pfizer),心脑血管领域,Cardiovascular & Cerebrovascular,pre-clinical,-1,WO2025122525A1,IgG,IgG降解剂,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;降解类药物,环肽;差异化疾病,降解剂,True,True,True,True,True,Biohaven Pharmaceuticals(Pfizer)(Top20 MNC)(原研),1
WO2025137441A,WO2025137441A,肿瘤,tumor,RayzeBio(Bristol-Myers Squibb),肿瘤领域,Oncology,pre-clinical,-1,WO2025137441A,SSTR2,64Cu标记的放射性示踪剂;anti-SSTR2多肽偶联核素,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽,多肽偶联核素;64Cu标记的放射性示踪剂,True,True,False,True,True,RayzeBio(Bristol-Myers Squibb)(Top20 MNC)(原研),1
WO2025137441A1,WO2025137441A1,肿瘤,tumor,RayzeBio(Bristol-Myers Squibb),肿瘤领域,Oncology,pre-clinical,-1,WO2025137441A1,SSTR2,anti-SSTR2多肽偶联核素;68Ga标记的PET药物,pre-clinical,-1,,临床前,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物,多肽偶联核素;68Ga标记的PET药物,True,True,False,True,True,RayzeBio(Bristol-Myers Squibb)(Top20 MNC)(原研),1
