drug_name,drug_name_en,drug_synonyms,indication,indication_en,targets,mechanism_of_action,research_institution,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,indication_original,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,disease_area,npuid,originator_country,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_norm,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_norm_en,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en
T20K,T20K,T20K,多发性硬化症相关视神经炎,Multiple sclerosis-related optic neuritis,IL-2,,Cyxone(原研),创新药,化药,多肽,环肽,其他,多发性硬化症相关视神经炎,临床前,,Active,神经领域;罕见疾病领域,DR044285,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['Cyxone'],1,['Cyxone(原研)'],神经领域,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,
TB513,TB513,TB513,肿瘤,tumor,SIRPα,多肽偶联药物,Twinpig Biolab(原研),创新药,化药,多肽;偶联药物,环肽;肿瘤相关巨噬细胞;中国无申报;Potential First-in-Class;肿瘤免疫,多肽偶联药物,肿瘤,临床前,,Active,肿瘤领域,DR087533,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Twinpig Biolab'],1,['Twinpig Biolab(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
TB551,TB551,TB551;TB522,胰腺癌,pancreatic cancer,not available,多肽偶联药物,Twinpig Biolab(原研),创新药,化药,多肽;偶联药物,环肽;中国无申报,多肽偶联药物,胰腺癌,临床前,,Active,肿瘤领域;罕见疾病领域,DR045211,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['Twinpig Biolab'],1,['Twinpig Biolab(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
TB712,TB712,TB712;TB711,肿瘤,tumor,CD18;STAT6,多肽偶联药物;反义疗法,Twinpig Biolab(原研),创新药,化药,核酸;多肽;偶联药物,环肽;JAK-STAT信号通路;小核酸;中国无申报;Potential First-in-Class,反义疗法;多肽偶联药物,肿瘤,临床前,,Active,肿瘤领域,DR084301,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Twinpig Biolab'],1,['Twinpig Biolab(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
TBR521,TBR521,TBR521,癌症,cancer,FAP,多肽偶联药物,Twinpig Biolab(原研),创新药,化药,多肽;偶联药物,环肽;中国无申报,多肽偶联药物,癌症,临床前,,Active,肿瘤领域,DR087539,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Twinpig Biolab'],1,['Twinpig Biolab(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
TBR551,TBR551,TBR551,癌症,cancer,nectin-4,多肽偶联药物,Twinpig Biolab(原研),创新药,化药,多肽;偶联药物,环肽;中国无申报,多肽偶联药物,癌症,临床前,,Active,肿瘤领域,DR087542,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Twinpig Biolab'],1,['Twinpig Biolab(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
TBR552,TBR552,TBR552,癌症,cancer,TROP2,多肽偶联药物,Twinpig Biolab(原研),创新药,化药,多肽;偶联药物,环肽;中国无申报;Potential First-in-Class,多肽偶联药物,癌症,临床前,,Active,肿瘤领域,DR087544,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Twinpig Biolab'],1,['Twinpig Biolab(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
TBR553,TBR553,TBR553,癌症,cancer,ROR1,多肽偶联药物,Twinpig Biolab(原研),创新药,化药,多肽;偶联药物,环肽;受体酪氨酸激酶;中国无申报;Potential First-in-Class;Wnt信号通路,多肽偶联药物,癌症,临床前,,Active,肿瘤领域,DR087545,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Twinpig Biolab'],1,['Twinpig Biolab(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
TLR3 targeted Bicycle,TLR3 targeted Bicycle (Bicycle Therapeutics),TLR3 targeted Bicycle;TLR3 targeted Bicycle (Bicycle Therapeutics),实体瘤,solid tumors,TLR3,TLR3调节剂,Genentech(Roche)(Top20 MNC);Bicycle Therapeutics(原研),创新药,化药,多肽,环肽;Toll样受体信号通路;中国无申报;Potential First-in-Class;肿瘤免疫,调节剂,实体瘤,临床前,,Active,肿瘤领域,DR075803,欧洲,pre-clinical,临床前,,pre-clinical,2,TRUE,FALSE,TRUE,['Genentech(Roche)'],['Bicycle Therapeutics'],1,"['Genentech(Roche)(Top20 MNC)', 'Bicycle Therapeutics(原研)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
TNF-α-targeted cyclic peptides project,TNF-α-targeted cyclic peptides project (GeneFrontier),TNF-α-targeted cyclic peptides project;TNF-α-targeted cyclic peptides project (GeneFrontier),未知/待定,unknown/pending,TNF-α,,GeneFrontier(原研),创新药,化药,多肽,环肽,其他,未知/待定,临床前,,Active,其他领域,DR088907,日本,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['GeneFrontier'],1,['GeneFrontier(原研)'],其他领域,['其他领域'],1,其他领域,,,-1,-1,Others,Others,,
TT-241X,TT-241X,TT-241X,神经痛,neuralgia,not available,,Teitur Trophics(原研),创新药,化药,多肽,环肽,其他,神经痛,临床前,,Active,麻醉镇痛领域,DR011058,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Teitur Trophics'],1,['Teitur Trophics(原研)'],麻醉镇痛领域,['麻醉镇痛领域'],1,麻醉镇痛领域,,,-1,-1,Anesthesia & Analgesia,Anesthesia & Analgesia,,
Tye-1002,Tye-1002,Tye-1002,小细胞肺癌,small cell lung cancer,SSTR2,多肽偶联药物,泰尔康生物(原研),创新药,化药,多肽;偶联药物,环肽;差异化疾病,多肽偶联药物,小细胞肺癌,临床前,,Active,肿瘤领域;罕见疾病领域,DR034168,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['泰尔康生物'],1,['泰尔康生物(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
Tye-1002,Tye-1002,Tye-1002,鼻咽癌,Nasopharyngeal cancer,SSTR2,多肽偶联药物,泰尔康生物(原研),创新药,化药,多肽;偶联药物,环肽;差异化疾病,多肽偶联药物,鼻咽癌(差异化疾病),临床前,,Active,肿瘤领域;罕见疾病领域,DR034168,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['泰尔康生物'],1,['泰尔康生物(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
Tye-1002,Tye-1002,Tye-1002,神经内分泌肿瘤,neuroendocrine tumors,SSTR2,多肽偶联药物,泰尔康生物(原研),创新药,化药,多肽;偶联药物,环肽;差异化疾病,多肽偶联药物,神经内分泌肿瘤,临床前,,Active,肿瘤领域;罕见疾病领域,DR034168,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['泰尔康生物'],1,['泰尔康生物(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
Tye-2001,Tye-2001,Tye-2001;Tye2001,器官移植,organ transplant,CaN;SSTR2;FKBP12,多肽偶联药物;CaN×FKBP12分子胶,泰尔康生物(原研),创新药,化药,多肽;偶联药物,环肽;Potential First-in-Class,多肽偶联药物;分子胶,器官移植,临床前,,Active,其他领域,DR059368,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['泰尔康生物'],1,['泰尔康生物(原研)'],其他领域,['其他领域'],1,其他领域,,,-1,-1,Others,Others,,
ULT3,ULT3,ULT3,细菌感染,bacterial infection,P. aeruginosa;S. aureus;E. coli;K. pneumoniae;A. baumannii,多肽类抗生素,Ultupharma(原研),创新药,生物,多肽,环肽;Potential First-in-Class,多肽类抗生素,细菌感染,临床前,,Active,感染领域,DR008548,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Ultupharma'],1,['Ultupharma(原研)'],感染领域,['感染领域'],1,感染领域,,,-1,-1,Infectious Diseases,Infectious Diseases,,
UNP-6457,UNP-6457,UNP-6457,未知/待定,unknown/pending,MDM2;p53,MDM2×p53蛋白蛋白相互作用抑制剂,Unnatural Products(原研),创新药,化药,多肽,环肽;细胞凋亡;泛素-蛋白酶体系统;合成致死;难成药靶点;p53信号通路,蛋白蛋白相互作用抑制剂,未知/待定,临床前,,Active,其他领域,DR061184,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Unnatural Products'],1,['Unnatural Products(原研)'],其他领域,['其他领域'],1,其他领域,,,-1,-1,Others,Others,,
US2025122242A1,US2025122242A1,US2025122242A1,阿尔茨海默病,Alzheimer's disease,Aβ,Aβ聚集抑制剂,WARF(原研),创新药,化药,多肽,环肽;Amyloid beta通路,聚集抑制剂,阿尔茨海默病,临床前,,Active,神经领域,DR084136,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['WARF'],1,['WARF(原研)'],神经领域,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,
US2025145665A1,US2025145665A1,US2025145665A1,自身免疫性疾病,autoimmune disease,TNF-α,TNF-α抑制剂,Bristol-Myers Squibb(Top20 MNC)(原研),创新药,化药,多肽,环肽,抑制剂,自身免疫性疾病,临床前,,Active,免疫领域,DR084139,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Bristol-Myers Squibb'],['Bristol-Myers Squibb'],1,['Bristol-Myers Squibb(Top20 MNC)(原研)'],免疫领域,['免疫领域'],1,免疫领域,,,-1,-1,Immunology,Immunology,,
US2025145665A1,US2025145665A1,US2025145665A1,炎症(未指明),Inflammation (unspecified),TNF-α,TNF-α抑制剂,Bristol-Myers Squibb(Top20 MNC)(原研),创新药,化药,多肽,环肽,抑制剂,炎症(未指明),临床前,,Active,免疫领域,DR084139,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Bristol-Myers Squibb'],['Bristol-Myers Squibb'],1,['Bristol-Myers Squibb(Top20 MNC)(原研)'],免疫领域,['免疫领域'],1,免疫领域,,,-1,-1,Immunology,Immunology,,
VIAN-c4551,VIAN-c4551,VIAN-c4551,湿性年龄相关性黄斑变性,Wet age-related macular degeneration,Ang2;VEGF,Ang2×VEGF抑制剂,ViAn Therapeutics(原研),创新药,化药,多肽,环肽;Potential First-in-Class,抑制剂,湿性年龄相关性黄斑变性,临床前,,Active,眼科领域,DR074000,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['ViAn Therapeutics'],1,['ViAn Therapeutics(原研)'],眼科领域,['眼科领域'],1,眼科领域,,,-1,-1,Ophthalmology,Ophthalmology,,
VIAN-c4551,VIAN-c4551,VIAN-c4551,糖尿病黄斑水肿,diabetic macular edema,Ang2;VEGF,Ang2×VEGF抑制剂,ViAn Therapeutics(原研),创新药,化药,多肽,环肽;Potential First-in-Class,抑制剂,糖尿病黄斑水肿,临床前,,Active,眼科领域,DR074000,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['ViAn Therapeutics'],1,['ViAn Therapeutics(原研)'],眼科领域,['眼科领域'],1,眼科领域,,,-1,-1,Ophthalmology,Ophthalmology,,
VIAN-c4551,VIAN-c4551,VIAN-c4551,糖尿病视网膜病变,diabetic retinopathy,Ang2;VEGF,Ang2×VEGF抑制剂,ViAn Therapeutics(原研),创新药,化药,多肽,环肽;Potential First-in-Class,抑制剂,糖尿病视网膜病变,临床前,,Active,眼科领域,DR074000,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['ViAn Therapeutics'],1,['ViAn Therapeutics(原研)'],眼科领域,['眼科领域'],1,眼科领域,,,-1,-1,Ophthalmology,Ophthalmology,,
VRP-034,VRP-034,VRP-034;VRP-034 (Polymyxin B),细菌感染,bacterial infection,not available,多粘菌素类抗生素,Venus Remedies(原研),微创新,化药,其他,环肽;中国无申报,多粘菌素类抗生素,细菌感染,临床前,,Active,感染领域,DR050842,印度,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Venus Remedies'],1,['Venus Remedies(原研)'],感染领域,['感染领域'],1,感染领域,,,-1,-1,Infectious Diseases,Infectious Diseases,,
WN561,WN561,WN561,心血管疾病,cardiovascular disease,APLNR,APLNR激动剂,浙江大学医学院附属邵逸夫医院(原研),创新药,化药,多肽,环肽;G蛋白偶联受体,激动剂,心血管疾病,临床前,,Active,心脑血管领域,DR061928,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['浙江大学医学院附属邵逸夫医院'],1,['浙江大学医学院附属邵逸夫医院(原研)'],心脑血管领域,['心脑血管领域'],1,心脑血管领域,,,-1,-1,Cardiovascular & Cerebrovascular,Cardiovascular & Cerebrovascular,,
WO2021007436A1,WO2021007436A1,WO2021007436A1,癌症,cancer,Bcl-2;PD1;TNF-α,Bcl-2抑制剂;TNF-α抑制剂;PD1抑制剂,拓创生物(原研),创新药,化药,多肽,环肽;细胞凋亡;Potential First-in-Class;难成药靶点;肿瘤免疫,抑制剂,癌症,临床前,,Active,肿瘤领域,DR075019,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['拓创生物'],1,['拓创生物(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2022034057A1,WO2022034057A1,WO2022034057A1,糖尿病,diabetes,RARRES2,RARRES2类似物,Bayer(Top20 MNC)(原研),创新药,化药,多肽,环肽;Potential First-in-Class,类似物,糖尿病,临床前,,Active,内分泌及代谢领域,DR072334,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Bayer'],['Bayer'],1,['Bayer(Top20 MNC)(原研)'],内分泌及代谢领域,['内分泌及代谢领域'],1,内分泌及代谢领域,,,-1,-1,Endocrinology & Metabolism,Endocrinology & Metabolism,,
WO2022096394A1,WO2022096394A1,WO2022096394A1,心肌再灌注损伤,myocardial reperfusion injury,MASP,MASP抑制剂,Bayer(Top20 MNC)(原研),创新药,化药,多肽,环肽;Potential First-in-Class,抑制剂,心肌再灌注损伤,临床前,,Active,心脑血管领域,DR072399,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Bayer'],['Bayer'],1,['Bayer(Top20 MNC)(原研)'],心脑血管领域,['心脑血管领域'],1,心脑血管领域,,,-1,-1,Cardiovascular & Cerebrovascular,Cardiovascular & Cerebrovascular,,
WO2022096394A1,WO2022096394A1,WO2022096394A1,肾脏缺血再灌注损伤,renal ischemia-reperfusion injury,MASP,MASP抑制剂,Bayer(Top20 MNC)(原研),创新药,化药,多肽,环肽;Potential First-in-Class,抑制剂,肾脏缺血再灌注损伤,临床前,,Active,泌尿生殖领域,DR072399,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Bayer'],['Bayer'],1,['Bayer(Top20 MNC)(原研)'],泌尿生殖领域,['泌尿生殖领域'],1,泌尿生殖领域,,,-1,-1,Genitourinary,Genitourinary,,
WO2022115799A1,WO2022115799A1,WO2022115799A1,结直肠癌,colorectal cancer,GC-C,anti-GC-C多肽偶联核素;225Ac标记的放射性药物,RayzeBio(Bristol-Myers Squibb)(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素;225Ac标记的放射性药物,结直肠癌,临床前,,Active,肿瘤领域,DR075156,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['RayzeBio(Bristol-Myers Squibb)'],['RayzeBio(Bristol-Myers Squibb)'],1,['RayzeBio(Bristol-Myers Squibb)(Top20 MNC)(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2022129254A1,WO2022129254A1,WO2022129254A1,糖尿病,diabetes,amylin,amylin类似物,MedImmune(AstraZeneca)(Top20 MNC)(原研),微创新,化药,多肽,环肽,类似物,糖尿病,临床前,,Active,内分泌及代谢领域,DR072408,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['MedImmune(AstraZeneca)'],['MedImmune(AstraZeneca)'],1,['MedImmune(AstraZeneca)(Top20 MNC)(原研)'],内分泌及代谢领域,['内分泌及代谢领域'],1,内分泌及代谢领域,,,-1,-1,Endocrinology & Metabolism,Endocrinology & Metabolism,,
WO2022129254A1,WO2022129254A1,WO2022129254A1,肥胖,obesity,amylin,amylin类似物,MedImmune(AstraZeneca)(Top20 MNC)(原研),微创新,化药,多肽,环肽,类似物,肥胖,临床前,,Active,内分泌及代谢领域,DR072408,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['MedImmune(AstraZeneca)'],['MedImmune(AstraZeneca)'],1,['MedImmune(AstraZeneca)(Top20 MNC)(原研)'],内分泌及代谢领域,['内分泌及代谢领域'],1,内分泌及代谢领域,,,-1,-1,Endocrinology & Metabolism,Endocrinology & Metabolism,,
WO2022212947A1,WO2022212947A1,WO2022212947A1,癌症,cancer,KRAS G12D,KRAS G12D抑制剂,Indi Molecular(原研),创新药,化药,多肽,环肽;难成药靶点;Ras-Raf信号通路,抑制剂,癌症,临床前,,Active,肿瘤领域,DR075973,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Indi Molecular'],1,['Indi Molecular(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2022223969A1,WO2022223969A1,WO2022223969A1,癌症,cancer,P-sel,P-sel抑制剂,Bicycle Therapeutics(原研),创新药,化药,多肽,环肽;差异化疾病;CLR信号通路,抑制剂,癌症,临床前,,Active,肿瘤领域,DR081393,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Bicycle Therapeutics'],1,['Bicycle Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2022223969A1,WO2022223969A1,WO2022223969A1,镰状细胞病,sickle cell disease,P-sel,P-sel抑制剂,Bicycle Therapeutics(原研),创新药,化药,多肽,环肽;差异化疾病;CLR信号通路,抑制剂,镰状细胞病,临床前,,Active,血液领域;罕见疾病领域,DR081393,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['Bicycle Therapeutics'],1,['Bicycle Therapeutics(原研)'],血液领域,['血液领域'],1,血液领域,,,-1,-1,Hematology,Hematology,,
WO2022223969A1,WO2022223969A1,WO2022223969A1,新型冠状病毒感染,novel coronavirus infection,P-sel,P-sel抑制剂,Bicycle Therapeutics(原研),创新药,化药,多肽,环肽;差异化疾病;CLR信号通路,抑制剂,新型冠状病毒感染(差异化疾病),临床前,,Active,感染领域,DR081393,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Bicycle Therapeutics'],1,['Bicycle Therapeutics(原研)'],感染领域,['感染领域'],1,感染领域,,,-1,-1,Infectious Diseases,Infectious Diseases,,
WO2022253051A1,WO2022253051A1,WO2022253051A1,肿瘤,tumor,nectin-4,多肽偶联药物,药明康德(原研),创新药,化药,多肽;偶联药物,环肽,多肽偶联药物,肿瘤,临床前,,Active,肿瘤领域,DR073933,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['药明康德'],1,['药明康德(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2023020485A1,WO2023020485A1,WO2023020485A1,实体瘤,solid tumors,EphA2,多肽偶联药物,药明康德(原研),创新药,化药,多肽;偶联药物,环肽;payload [海兔毒素衍生物：MMAE];受体酪氨酸激酶,多肽偶联药物,实体瘤,临床前,,Active,肿瘤领域,DR077827,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['药明康德'],1,['药明康德(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2023026994A1,WO2023026994A1,WO2023026994A1,假肥大性肌营养不良,Duchenne muscular dystrophy,dystrophin;TfR,多肽偶联药物,Takeda Pharmaceuticals(Top20 MNC)(原研),创新药,化药,核酸;多肽;偶联药物,环肽;铁代谢;Potential First-in-Class,多肽偶联药物,假肥大性肌营养不良,临床前,,Active,骨骼肌肉领域;罕见疾病领域,DR072159,日本,pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,TRUE,['Takeda Pharmaceuticals'],['Takeda Pharmaceuticals'],1,['Takeda Pharmaceuticals(Top20 MNC)(原研)'],骨骼肌肉领域,['骨骼肌肉领域'],1,骨骼肌肉领域,,,-1,-1,Musculoskeletal,Musculoskeletal,,
WO2023048151A1,WO2023048151A1,WO2023048151A1,新型冠状病毒感染,novel coronavirus infection,SARS-CoV-2 S protein,SARS-CoV-2 S protein抑制剂,Shionogi(原研);Hokkaido University(原研),创新药,化药,多肽,环肽,抑制剂,新型冠状病毒感染,临床前,,Active,感染领域,DR078680,日本,pre-clinical,临床前,,pre-clinical,2,TRUE,FALSE,FALSE,[],"['Shionogi', 'Hokkaido University']",2,"['Shionogi(原研)', 'Hokkaido University(原研)']",感染领域,['感染领域'],1,感染领域,,,-1,-1,Infectious Diseases,Infectious Diseases,,
WO2023056368A1,WO2023056368A1,WO2023056368A1,男性避孕,male contraception,DDX25,DDX25抑制剂,Department of Health and Human Services(原研),创新药,化药,多肽,环肽;Potential First-in-Class,抑制剂,男性避孕,临床前,,Active,泌尿生殖领域,DR075188,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Department of Health and Human Services'],1,['Department of Health and Human Services(原研)'],泌尿生殖领域,['泌尿生殖领域'],1,泌尿生殖领域,,,-1,-1,Genitourinary,Genitourinary,,
WO2023061482A1,WO2023061482A1,WO2023061482A1,肿瘤,tumor,EphA2,多肽偶联药物,海思科(原研),创新药,化药,多肽;偶联药物,环肽;受体酪氨酸激酶,多肽偶联药物,肿瘤,临床前,,Active,肿瘤领域,DR076750,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['海思科'],1,['海思科(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2023066314A1,WO2023066314A1,WO2023066314A1,肿瘤,tumor,nectin-4,多肽偶联药物,海思科(原研),创新药,化药,多肽;偶联药物,环肽,多肽偶联药物,肿瘤,临床前,,Active,肿瘤领域,DR074311,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['海思科'],1,['海思科(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2023069332A1,WO2023069332A1,WO2023069332A1,癌症,cancer,eIF4E,eIF4E抑制剂,Merck & Co.(Top20 MNC)(原研),创新药,化药,多肽,环肽;Potential First-in-Class,抑制剂,癌症,临床前,,Active,肿瘤领域,DR072181,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Merck & Co.'],['Merck & Co.'],1,['Merck & Co.(Top20 MNC)(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2023084234A1,WO2023084234A1,WO2023084234A1,新型冠状病毒感染,novel coronavirus infection,ACE2,ACE2结合剂,Bicycle Therapeutics(原研),创新药,生物,多肽,环肽;肾素-血管紧张素-醛固酮系统,结合剂,新型冠状病毒感染,临床前,,Active,感染领域,DR073249,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Bicycle Therapeutics'],1,['Bicycle Therapeutics(原研)'],感染领域,['感染领域'],1,感染领域,,,-1,-1,Infectious Diseases,Infectious Diseases,,
WO2023088236A1,WO2023088236A1,WO2023088236A1,癌症,cancer,MMP14,多肽偶联药物,海思科(原研),创新药,化药,多肽;偶联药物,环肽;Potential First-in-Class,多肽偶联药物,癌症,临床前,,Active,肿瘤领域,DR076760,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['海思科'],1,['海思科(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2023098072A1,WO2023098072A1,WO2023098072A1,肿瘤,tumor,nectin-4,177Lu标记的放射性药物;anti-nectin-4多肽偶联核素,北京大学第一医院(原研),创新药,生物,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素;177Lu标记的放射性药物,肿瘤,临床前,,Active,肿瘤领域,DR074317,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['北京大学第一医院'],1,['北京大学第一医院(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2023111350A2,WO2023111350A2,WO2023111350A2,癌症,cancer,CAIX,anti-CAIX多肽偶联核素;225Ac标记的放射性药物,3B Pharmaceuticals(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;Potential First-in-Class,多肽偶联核素;225Ac标记的放射性药物,癌症,临床前,,Active,肿瘤领域,DR081398,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['3B Pharmaceuticals'],1,['3B Pharmaceuticals(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
WO2023111350A2,WO2023111350A2,WO2023111350A2,SPECT显像,SPECT imaging,CAIX,anti-CAIX多肽偶联核素;225Ac标记的放射性药物,3B Pharmaceuticals(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;Potential First-in-Class,多肽偶联核素;225Ac标记的放射性药物,SPECT显像(差异化疾病),临床前,,Active,诊断试剂领域,DR081398,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['3B Pharmaceuticals'],1,['3B Pharmaceuticals(原研)'],诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,-1,-1,Diagnostic Reagents,Diagnostic Reagents,,
WO2023121699A1,WO2023121699A1,WO2023121699A1,癌症,cancer,CTLA4,CTLA4抑制剂,KSURF(原研),创新药,生物,多肽,环肽;Treg细胞;Potential First-in-Class;肿瘤免疫,抑制剂,癌症,临床前,,Active,肿瘤领域,DR073492,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['KSURF'],1,['KSURF(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,
