drug_name,targets,mechanism_of_action,research_institution,indication_original,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_3,drug_category_2,drug_tag,pharmacological_type,drug_category_1,drug_synonyms,carrier_type,disease_area,formulation_china,npuid,additional_data,originator_country,originator_rightsregion,china_highest_phase,usa_highest_phase,china_highest_phase_start_date,usa_highest_phase_start_date,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_norm,indication,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_norm_en,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en,indication_en,drug_name_en,drug_synonyms_en
WO2023228186A1,EGFR,EGFR结合剂,Ariel Precision Medicine(原研),癌症,临床前,,Active,多肽,化药,环肽;受体酪氨酸激酶;Potential First-in-Class,结合剂,创新药,WO2023228186A1,,肿瘤领域,,DR077977,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['Ariel Precision Medicine'],1,['Ariel Precision Medicine(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2023228186A1,WO2023228186A1
WO2023244554A1,IL-1β,IL-1β抑制剂,Merck & Co.(Top20 MNC)(原研),动脉粥样硬化(差异化疾病),临床前,,Active,多肽,化药,环肽;差异化疾病;Potential First-in-Class,抑制剂,创新药,WO2023244554A1,,心脑血管领域,,DR045025,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,True,['Merck & Co.'],['Merck & Co.'],1,['Merck & Co.(Top20 MNC)(原研)'],心脑血管领域,动脉粥样硬化,['心脑血管领域'],1,心脑血管领域,,,-1,-1,Cardiovascular & Cerebrovascular,Cardiovascular & Cerebrovascular,,,atherosclerosis,WO2023244554A1,WO2023244554A1
WO2023245016A1,IL-13,IL-13抑制剂,B.A.I. Biosciences(原研),皮肤病,临床前,,Active,多肽,化药,环肽;Th2通路;Potential First-in-Class,抑制剂,创新药,WO2023245016A1,,皮肤领域,,DR027504,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['B.A.I. Biosciences'],1,['B.A.I. Biosciences(原研)'],皮肤领域,皮肤病,['皮肤领域'],1,皮肤领域,,,-1,-1,Dermatology,Dermatology,,,skin disease,WO2023245016A1,WO2023245016A1
WO2024003313A1,IL-23R,IL-23R拮抗剂,Sanofi(Top20 MNC)(原研),炎症性肠病,临床前,,Active,多肽,化药,环肽;Th17通路,拮抗剂,创新药,WO2024003313A1,,免疫领域;消化领域,,DR027562,是,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,True,['Sanofi'],['Sanofi'],1,['Sanofi(Top20 MNC)(原研)'],免疫领域,炎症性肠病,"['免疫领域', '消化领域']",2,免疫领域,消化领域,,-1,-1,Immunology,Immunology,Digestive System,,inflammatory bowel disease,WO2024003313A1,WO2024003313A1
WO2024010957A2,nectin-4,含铟放射性示踪剂;anti-nectin-4多肽偶联核素,Aktis Oncology(原研),肿瘤,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;Potential First-in-Class,多肽偶联核素;含铟放射性示踪剂,创新药,WO2024010957A2,,肿瘤领域,,DR081404,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['Aktis Oncology'],1,['Aktis Oncology(原研)'],肿瘤领域,肿瘤,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,tumor,WO2024010957A2,WO2024010957A2
WO2024010957A2,nectin-4,含铟放射性示踪剂;anti-nectin-4多肽偶联核素,Aktis Oncology(原研),SPECT显像,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;Potential First-in-Class,多肽偶联核素;含铟放射性示踪剂,创新药,WO2024010957A2,,诊断试剂领域,,DR081404,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['Aktis Oncology'],1,['Aktis Oncology(原研)'],诊断试剂领域,SPECT显像,['诊断试剂领域'],1,诊断试剂领域,,,-1,-1,Diagnostic Reagents,Diagnostic Reagents,,,SPECT imaging,WO2024010957A2,WO2024010957A2
WO2024015958A1,IL-23R,IL-23R拮抗剂,Janssen Biotech(Johnson & Johnson)(Top20 MNC)(原研),自身免疫性疾病,临床前,,Active,多肽,化药,环肽;Th17通路,拮抗剂,创新药,WO2024015958A1,,免疫领域,,DR061912,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,True,['Janssen Biotech(Johnson & Johnson)'],['Janssen Biotech(Johnson & Johnson)'],1,['Janssen Biotech(Johnson & Johnson)(Top20 MNC)(原研)'],免疫领域,自身免疫性疾病,['免疫领域'],1,免疫领域,,,-1,-1,Immunology,Immunology,,,autoimmune disease,WO2024015958A1,WO2024015958A1
WO2024020159A1,KRAS G12D,KRAS G12D抑制剂,Merck & Co.(Top20 MNC)(原研),癌症,临床前,,Active,多肽,化药,环肽;难成药靶点;Ras-Raf信号通路,抑制剂,创新药,WO2024020159A1,,肿瘤领域,,DR061920,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,True,['Merck & Co.'],['Merck & Co.'],1,['Merck & Co.(Top20 MNC)(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2024020159A1,WO2024020159A1
WO2024043250A1,MDMX,MDMX抑制剂,Fujifilm(原研),癌症,临床前,,Active,多肽,化药,环肽;Potential First-in-Class;p53信号通路,抑制剂,创新药,WO2024043250A1,,肿瘤领域,,DR081963,是,日本,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['Fujifilm'],1,['Fujifilm(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2024043250A1,WO2024043250A1
WO2024052431A1,PSMA,anti-PSMA多肽偶联核素;含铟放射性示踪剂,3B Pharmaceuticals(原研),前列腺癌,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;Potential First-in-Class,多肽偶联核素;含铟放射性示踪剂,创新药,WO2024052431A1,,肿瘤领域,,DR081408,是,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['3B Pharmaceuticals'],1,['3B Pharmaceuticals(原研)'],肿瘤领域,前列腺癌,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,prostate cancer,WO2024052431A1,WO2024052431A1
WO2024052431A1,PSMA,anti-PSMA多肽偶联核素;含铟放射性示踪剂,3B Pharmaceuticals(原研),SPECT显像,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;Potential First-in-Class,多肽偶联核素;含铟放射性示踪剂,创新药,WO2024052431A1,,诊断试剂领域,,DR081408,是,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['3B Pharmaceuticals'],1,['3B Pharmaceuticals(原研)'],诊断试剂领域,SPECT显像,['诊断试剂领域'],1,诊断试剂领域,,,-1,-1,Diagnostic Reagents,Diagnostic Reagents,,,SPECT imaging,WO2024052431A1,WO2024052431A1
WO2024083224A1,CCKBR;SSTR2,177Lu标记的放射性药物;anti-CCKBR×SSTR2多肽偶联核素,辐联科技(原研),癌症,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;Potential First-in-Class,多肽偶联核素;177Lu标记的放射性药物,创新药,WO2024083224A1,,肿瘤领域,,DR081414,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['辐联科技'],1,['辐联科技(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2024083224A1,WO2024083224A1
WO2024094747A1,CNP,CNP类似物,Novo Nordisk(Top20 MNC)(原研),心力衰竭,临床前,,Active,多肽,化药,环肽,类似物,创新药,WO2024094747A1,,心脑血管领域,,DR067282,是,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,True,['Novo Nordisk'],['Novo Nordisk'],1,['Novo Nordisk(Top20 MNC)(原研)'],心脑血管领域,心力衰竭,['心脑血管领域'],1,心脑血管领域,,,-1,-1,Cardiovascular & Cerebrovascular,Cardiovascular & Cerebrovascular,,,heart failure,WO2024094747A1,WO2024094747A1
WO2024101386A1,KRAS,KRAS抑制剂,Chugai Pharmaceutical(Top20 MNC)(原研),癌症,临床前,,Active,多肽,化药,环肽;难成药靶点,抑制剂,创新药,WO2024101386A1,,肿瘤领域,,DR067444,是,日本,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,True,['Chugai Pharmaceutical'],['Chugai Pharmaceutical'],1,['Chugai Pharmaceutical(Top20 MNC)(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2024101386A1,WO2024101386A1
WO2024114762A1,IL-23R,IL-23R抑制剂,翰森制药(原研),自身免疫性疾病,临床前,,Active,多肽,化药,环肽;Th17通路,抑制剂,创新药,WO2024114762A1,,免疫领域,,DR067818,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['翰森制药'],1,['翰森制药(原研)'],免疫领域,自身免疫性疾病,['免疫领域'],1,免疫领域,,,-1,-1,Immunology,Immunology,,,autoimmune disease,WO2024114762A1,WO2024114762A1
WO2024163691A1,TNFR1,TNFR1抑制剂,Merck & Co.(Top20 MNC)(原研),自身免疫性疾病,临床前,,Active,多肽,化药,环肽;细胞凋亡;差异化疾病,抑制剂,创新药,WO2024163691A1,,免疫领域,,DR069427,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,True,['Merck & Co.'],['Merck & Co.'],1,['Merck & Co.(Top20 MNC)(原研)'],免疫领域,自身免疫性疾病,['免疫领域'],1,免疫领域,,,-1,-1,Immunology,Immunology,,,autoimmune disease,WO2024163691A1,WO2024163691A1
WO2024163691A1,TNFR1,TNFR1抑制剂,Merck & Co.(Top20 MNC)(原研),自身炎症性疾病(差异化疾病),临床前,,Active,多肽,化药,环肽;细胞凋亡;差异化疾病,抑制剂,创新药,WO2024163691A1,,罕见疾病领域;免疫领域,,DR069427,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,True,True,['Merck & Co.'],['Merck & Co.'],1,['Merck & Co.(Top20 MNC)(原研)'],免疫领域,自身炎症性疾病,['免疫领域'],1,免疫领域,,,-1,-1,Immunology,Immunology,,,autoinflammatory disease,WO2024163691A1,WO2024163691A1
WO2024182044A1,Nrf2,Nrf2激活剂,Mayo Clinic(原研),炎症(未指明),临床前,,Active,多肽,化药,环肽;Keap1-Nrf2通路,激活剂,创新药,WO2024182044A1,,免疫领域,,DR069977,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['Mayo Clinic'],1,['Mayo Clinic(原研)'],免疫领域,炎症(未指明),['免疫领域'],1,免疫领域,,,-1,-1,Immunology,Immunology,,,Inflammation (unspecified),WO2024182044A1,WO2024182044A1
WO2024188291A1,HER2,anti-HER2多肽偶联核素;68Ga标记的PET药物,上海药物研究所(原研);Northeastern University(原研),卵巢癌(差异化疾病),临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;差异化疾病;诊断用放射性药物;受体酪氨酸激酶;中国无申报,多肽偶联核素;68Ga标记的PET药物,创新药,WO2024188291A1,,肿瘤领域;罕见疾病领域,,DR070183,是,美国;中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,2,True,True,False,[],"['上海药物研究所', 'Northeastern University']",2,"['上海药物研究所(原研)', 'Northeastern University(原研)']",肿瘤领域,卵巢癌,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,ovarian cancer,WO2024188291A1,WO2024188291A1
WO2024188291A1,HER2,anti-HER2多肽偶联核素;68Ga标记的PET药物,上海药物研究所(原研);Northeastern University(原研),PET显像,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;差异化疾病;诊断用放射性药物;受体酪氨酸激酶;中国无申报,多肽偶联核素;68Ga标记的PET药物,创新药,WO2024188291A1,,诊断试剂领域,,DR070183,是,美国;中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,2,True,False,False,[],"['上海药物研究所', 'Northeastern University']",2,"['上海药物研究所(原研)', 'Northeastern University(原研)']",诊断试剂领域,PET显像,['诊断试剂领域'],1,诊断试剂领域,,,-1,-1,Diagnostic Reagents,Diagnostic Reagents,,,PET imaging,WO2024188291A1,WO2024188291A1
WO2024189611A1,calcitonin,calcitonin类似物,Yissum(原研),骨质疏松症,临床前,,Active,多肽,化药,环肽;中国无申报,类似物,创新药,WO2024189611A1,,骨骼肌肉领域;内分泌及代谢领域,,DR070268,是,以色列,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['Yissum'],1,['Yissum(原研)'],骨骼肌肉领域,骨质疏松症,"['骨骼肌肉领域', '内分泌及代谢领域']",2,骨骼肌肉领域,内分泌及代谢领域,,-1,-1,Musculoskeletal,Musculoskeletal,Endocrinology & Metabolism,,osteoporosis,WO2024189611A1,WO2024189611A1
WO2024195709A1,FGFR,FGFR抑制剂,Fujifilm(原研),癌症,临床前,,Active,多肽,化药,环肽;受体酪氨酸激酶,抑制剂,创新药,WO2024195709A1,,肿瘤领域,,DR070420,是,日本,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['Fujifilm'],1,['Fujifilm(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2024195709A1,WO2024195709A1
WO2024199103A1,calcitonin,calcitonin类似物,奥达生物(原研),骨质疏松症,临床前,,Active,多肽,化药,环肽,类似物,创新药,WO2024199103A1,,骨骼肌肉领域;内分泌及代谢领域,,DR070368,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['奥达生物'],1,['奥达生物(原研)'],骨骼肌肉领域,骨质疏松症,"['骨骼肌肉领域', '内分泌及代谢领域']",2,骨骼肌肉领域,内分泌及代谢领域,,-1,-1,Musculoskeletal,Musculoskeletal,Endocrinology & Metabolism,,osteoporosis,WO2024199103A1,WO2024199103A1
WO2024199103A1,calcitonin,calcitonin类似物,奥达生物(原研),骨病,临床前,,Active,多肽,化药,环肽,类似物,创新药,WO2024199103A1,,骨骼肌肉领域,,DR070368,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['奥达生物'],1,['奥达生物(原研)'],骨骼肌肉领域,骨病,['骨骼肌肉领域'],1,骨骼肌肉领域,,,-1,-1,Musculoskeletal,Musculoskeletal,,,bone disease,WO2024199103A1,WO2024199103A1
WO2024227437A1,IL-23R,IL-23R抑制剂,海思科(原研),银屑病,临床前,,Active,多肽,化药,环肽;Th17通路,抑制剂,创新药,WO2024227437A1,,免疫领域;皮肤领域,,DR071166,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['海思科'],1,['海思科(原研)'],免疫领域,银屑病,"['免疫领域', '皮肤领域']",2,免疫领域,皮肤领域,,-1,-1,Immunology,Immunology,Dermatology,,psoriasis,WO2024227437A1,WO2024227437A1
WO2024227437A1,IL-23R,IL-23R抑制剂,海思科(原研),炎症性肠病,临床前,,Active,多肽,化药,环肽;Th17通路,抑制剂,创新药,WO2024227437A1,,免疫领域;消化领域,,DR071166,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['海思科'],1,['海思科(原研)'],免疫领域,炎症性肠病,"['免疫领域', '消化领域']",2,免疫领域,消化领域,,-1,-1,Immunology,Immunology,Digestive System,,inflammatory bowel disease,WO2024227437A1,WO2024227437A1
WO2024227437A1,IL-23R,IL-23R抑制剂,海思科(原研),克罗恩病,临床前,,Active,多肽,化药,环肽;Th17通路,抑制剂,创新药,WO2024227437A1,,消化领域;免疫领域,,DR071166,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['海思科'],1,['海思科(原研)'],消化领域,克罗恩病,"['消化领域', '免疫领域']",2,消化领域,免疫领域,,-1,-1,Digestive System,Digestive System,Immunology,,Crohn's disease,WO2024227437A1,WO2024227437A1
WO2024230246A1,FAP,anti-FAP多肽偶联核素,纽瑞特医疗(原研),肿瘤,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;Potential First-in-Class,多肽偶联核素,创新药,WO2024230246A1,,肿瘤领域,,DR071565,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['纽瑞特医疗'],1,['纽瑞特医疗(原研)'],肿瘤领域,肿瘤,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,tumor,WO2024230246A1,WO2024230246A1
WO2024235273A1,CXCR4;FAP,anti-CXCR4×FAP多肽偶联核素,远大医药(原研),癌症,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;G蛋白偶联受体;Potential First-in-Class,多肽偶联核素,创新药,WO2024235273A1,,肿瘤领域,,DR071750,是,中国(港澳台),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['远大医药'],1,['远大医药(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2024235273A1,WO2024235273A1
WO2024238623A1,LRRK2,LRRK2变构抑制剂,University of Georgia(原研),阿尔茨海默病,临床前,,Active,多肽,化药,环肽;差异化疾病,变构抑制剂,创新药,WO2024238623A1,,神经领域,,DR071723,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['University of Georgia'],1,['University of Georgia(原研)'],神经领域,阿尔茨海默病,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,Alzheimer's disease,WO2024238623A1,WO2024238623A1
WO2024238623A1,LRRK2,LRRK2变构抑制剂,University of Georgia(原研),帕金森病,临床前,,Active,多肽,化药,环肽;差异化疾病,变构抑制剂,创新药,WO2024238623A1,,神经领域,,DR071723,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['University of Georgia'],1,['University of Georgia(原研)'],神经领域,帕金森病,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,Parkinson's disease,WO2024238623A1,WO2024238623A1
WO2024238623A1,LRRK2,LRRK2变构抑制剂,University of Georgia(原研),亨廷顿氏病(差异化疾病),临床前,,Active,多肽,化药,环肽;差异化疾病,变构抑制剂,创新药,WO2024238623A1,,神经领域;罕见疾病领域,,DR071723,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,True,False,[],['University of Georgia'],1,['University of Georgia(原研)'],神经领域,亨廷顿氏病,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,Huntington's disease,WO2024238623A1,WO2024238623A1
WO2024238623A1,LRRK2,LRRK2变构抑制剂,University of Georgia(原研),肌萎缩侧索硬化症(差异化疾病),临床前,,Active,多肽,化药,环肽;差异化疾病,变构抑制剂,创新药,WO2024238623A1,,神经领域;罕见疾病领域,,DR071723,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,True,False,[],['University of Georgia'],1,['University of Georgia(原研)'],神经领域,肌萎缩侧索硬化症,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,amyotrophic lateral sclerosis,WO2024238623A1,WO2024238623A1
WO2024238623A1,LRRK2,LRRK2变构抑制剂,University of Georgia(原研),神经系统疾病,临床前,,Active,多肽,化药,环肽;差异化疾病,变构抑制剂,创新药,WO2024238623A1,,神经领域,,DR071723,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['University of Georgia'],1,['University of Georgia(原研)'],神经领域,神经系统疾病,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,neurological disease,WO2024238623A1,WO2024238623A1
WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,UGARF(原研),神经退行性疾病,临床前,,Active,多肽,化药,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,创新药,WO2024243509A1,,神经领域,,DR071797,是,,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['UGARF'],1,['UGARF(原研)'],神经领域,神经退行性疾病,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,neurodegenerative diseases,WO2024243509A1,WO2024243509A1
WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,UGARF(原研),阿尔茨海默病,临床前,,Active,多肽,化药,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,创新药,WO2024243509A1,,神经领域,,DR071797,是,,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['UGARF'],1,['UGARF(原研)'],神经领域,阿尔茨海默病,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,Alzheimer's disease,WO2024243509A1,WO2024243509A1
WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,UGARF(原研),帕金森病,临床前,,Active,多肽,化药,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,创新药,WO2024243509A1,,神经领域,,DR071797,是,,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['UGARF'],1,['UGARF(原研)'],神经领域,帕金森病,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,Parkinson's disease,WO2024243509A1,WO2024243509A1
WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,UGARF(原研),亨廷顿氏病,临床前,,Active,多肽,化药,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,创新药,WO2024243509A1,,神经领域;罕见疾病领域,,DR071797,是,,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,True,False,[],['UGARF'],1,['UGARF(原研)'],神经领域,亨廷顿氏病,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,Huntington's disease,WO2024243509A1,WO2024243509A1
WO2024243509A1,LRRK2;FADD,LRRK2×FADD蛋白蛋白相互作用抑制剂,UGARF(原研),肌萎缩侧索硬化症,临床前,,Active,多肽,化药,环肽;Potential First-in-Class,蛋白蛋白相互作用抑制剂,创新药,WO2024243509A1,,神经领域;罕见疾病领域,,DR071797,是,,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,True,False,[],['UGARF'],1,['UGARF(原研)'],神经领域,肌萎缩侧索硬化症,['神经领域'],1,神经领域,,,-1,-1,Neurology,Neurology,,,amyotrophic lateral sclerosis,WO2024243509A1,WO2024243509A1
WO2024248042A1,MuSK,MuSK激动剂,National Hospital Organization(原研),重症肌无力,临床前,,Active,多肽,化药,环肽;受体酪氨酸激酶;Potential First-in-Class;Wnt信号通路,激动剂,创新药,WO2024248042A1,,罕见疾病领域;免疫领域,,DR071830,是,日本,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,True,False,[],['National Hospital Organization'],1,['National Hospital Organization(原研)'],免疫领域,重症肌无力,['免疫领域'],1,免疫领域,,,-1,-1,Immunology,Immunology,,,myasthenia gravis,WO2024248042A1,WO2024248042A1
WO2024259132A1,DLL3,anti-DLL3多肽偶联核素,Mariana Oncology(Novartis)(Top20 MNC)(原研),癌症,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;Notch信号通路;Potential First-in-Class,多肽偶联核素,创新药,WO2024259132A1,,肿瘤领域,,DR072524,是,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,True,['Mariana Oncology(Novartis)'],['Mariana Oncology(Novartis)'],1,['Mariana Oncology(Novartis)(Top20 MNC)(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2024259132A1,WO2024259132A1
WO2025007839A1,nectin-4,多肽偶联药物,韦恩生物(原研),肿瘤,临床前,,Active,多肽;偶联药物,化药,环肽,多肽偶联药物,创新药,WO2025007839A1,,肿瘤领域,,DR073180,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['韦恩生物'],1,['韦恩生物(原研)'],肿瘤领域,肿瘤,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,tumor,WO2025007839A1,WO2025007839A1
WO2025011611A1,FAP,anti-FAP多肽偶联核素,恒瑞医药(原研),癌症,临床前,,Active,多肽;放射性药物;偶联药物,化药,环肽;Potential First-in-Class,多肽偶联核素,创新药,WO2025011611A1,,肿瘤领域,,DR073838,是,中国(内地),全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,pre-clinical,临床前,,pre-clinical,1,True,False,False,[],['恒瑞医药'],1,['恒瑞医药(原研)'],肿瘤领域,癌症,['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,Oncology,,,cancer,WO2025011611A1,WO2025011611A1
